task_id,question,choices,answer
k10340,"Question: What is the output of this program?
   #include<stdio.h>   #include<pthread.h>    int a;     void *fun_t(void *arg);   void *fun_t(void *arg)   {              printf(""%d\n"",a);       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;                a = 10;       if(pthread_create(&pt,NULL,fun_t,NULL) != 0)           perror(""pthread_create"");       if(pthread_join(pt,&res_t) != 0)           perror(""pthread_join"");       return 0;   }
['10', '0', '-1', 'none of the mentioned']

Answer: ","['10', '0', '-1', 'none of the mentioned']",ANSWER: A
k10342,"Question: Which one of the following statement is not true about this program?
   #include<stdio.h>   #include<pthread.h>    void *fun_t(void *arg);   void *fun_t(void *arg)   {               printf(""%d\n"",getpid());       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;       if(pthread_create(&pt,NULL,fun_t,NULL) != 0)           perror(""pthread_create"");       if(pthread_join(pt,&res_t) != 0)           perror(""pthread_join"");       printf(""%d\n"",getpid());       return 0;   }
['both printf statements will print the same value', 'both printf statements will print the different values', 'this program will print nothing', 'none of the mentioned']

Answer: ","['both printf statements will print the same value', 'both printf statements will print the different values', 'this program will print nothing', 'none of the mentioned']",ANSWER: A
k10343,"Question: What is the output of this program?
   #include<stdio.h>   #include<pthread.h>   #include<fcntl.h>    int fd;   void *fun_t(void *arg);   void *fun_t(void *arg)   {              char buff[10];       int count;       count = read(fd,buff,10);               printf(""%d\n"",count);       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;       fd = open(""san.c"",O_RDONLY);               if(pthread_create(&pt,NULL,fun_t,NULL) != 0)           perror(""pthread_create"");       if(pthread_join(pt,&res_t) != 0)           perror(""pthread_join"");       return 0;   }
['10', '0', '-1', 'segmentation fault']

Answer: ","['10', '0', '-1', 'segmentation fault']",ANSWER: A
k10344,"Question: What is the output of this program?
   #include<stdio.h>   #include<pthread.h>   #include<fcntl.h>    void *fun_t(void *arg);   void *fun_t(void *arg)   {       pthread_exit(""Bye"");       printf(""Sanfoundry\n"");    }   int main()   {       pthread_t pt;       void *res_t;       if(pthread_create(&pt,NULL,fun_t,NULL) != 0)                           perror(""pthread_create"");       if(pthread_join(pt,&res_t) != 0)           perror(""pthread_join"");       printf(""%s\n"",res_t);       return 0;   }
['Sanfoundry', 'Bye', 'segementation fault', 'run time error']

Answer: ","['Sanfoundry', 'Bye', 'segementation fault', 'run time error']",ANSWER: B
k10346,"Question: What is the output of this program
   #include<stdio.h>   #include<pthread.h>    void *fun_t(void *arg);   void *fun_t(void *arg)   {       pthread_exit(""Bye"");       }   int main()   {       pthread_t pt;       void *res_t;       int ret;               ret = pthread_join(pt,&res_t);       printf(""%d\n"",ret);       return 0;   }
['0', '-1', '2', '3']

Answer: ","['0', '-1', '2', '3']",ANSWER: D
k10347,"Question: What is the output of this program?
   #include<stdio.h>   #include<pthread.h>    sem_t st;   void *fun_t(void *arg);   void *fun_t(void *arg)   {       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;       if(pthread_create(&pt,NULL,fun_t,NULL) == -1)           perror(""pthread_create"");       if(sem_init(&st,1,2) != 0)           perror(""sem_init"");       if(pthread_join(pt,&res_t) == -1)           perror(""pthread_join"");       if(sem_destroy(&st) != 0)           perror(""sem_destroy"");       return 0;   }
['this program will print nothing', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']

Answer: ","['this program will print nothing', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']",ANSWER: B
k10348,"Question: What is the output of this program?
   #include<stdio.h>   #include<pthread.h>   #include<semaphore.h>    sem_t st;   void *fun_t(void *arg);   void *fun_t(void *arg)   {       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;       if(pthread_create(&pt,NULL,fun_t,NULL) == -1)           perror(""pthread_create"");       if(sem_init(st,1,2) != 0)           perror(""sem_init"");       if(pthread_join(pt,&res_t) == -1)           perror(""pthread_join"");       if(sem_destroy(&st) != 0)           perror(""sem_destroy"");       return 0;   }
['this program will print nothing', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']

Answer: ","['this program will print nothing', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']",ANSWER: B
k10354,"Question: In this program the semaphore
   #include<stdio.h>   #include<pthread.h>   #include<semaphore.h>    sem_t st;   void *fun_t(void *arg);   void *fun_t(void *arg)   {       pthread_exit(""Bye"");   }   int main()   {       pthread_t pt;       void *res_t;       if(pthread_create(&pt,NULL,fun_t,NULL) == -1)           perror(""pthread_create"");       if(sem_init(&st,1,2) != 0)           perror(""sem_init"");       if(pthread_join(pt,&res_t) == -1)           perror(""pthread_join"");       if(sem_destroy(&st) != 0)           perror(""sem_destroy"");       return 0;   }
['can be used only for this process', 'can be used for any other process also', 'can be used', 'none of the mentioned']

Answer: ","['can be used only for this process', 'can be used for any other process also', 'can be used', 'none of the mentioned']",ANSWER: B
k10359,"Question: This program will print the _____ string.
   #include<stdio.h>    int main()   {       int fd[2];       char buff[11];       if (pipe(fd) != 0)           perror(""pipe"");       write(fd[1],""Sanfoundry"",11);       lseek(fd[0],0,3);       read(fd[0],buff,11);       printf(""%s\n"",buff);       return 0;   }
['“Sanfoundry”', '“San”', '“foundry”', 'none of the mentioned']

Answer: ","['“Sanfoundry”', '“San”', '“foundry”', 'none of the mentioned']",ANSWER: A
k10362,"Question: This program will print the value
   #include<stdio.h>   #include<fcntl.h>    int main()   {       int rfd, wfd, count;       char buff[11];       if (mkfifo(""/tmp/test_fifo"",0666) != 0)           perror(""mkfifo"");       wfd = open(""/tmp/test_fifo"",O_WRONLY|O_NONBLOCK);       count = write(wfd,""Sanfoundry"",11);       printf(""%d\n"",count);       rfd = open(""/tmp/test_fifo"",O_RDONLY|O_NONBLOCK);       count = read(rfd,buff,11);       return 0;   }
['0', '-1', '11', 'none of the mentioned']

Answer: ","['0', '-1', '11', 'none of the mentioned']",ANSWER: B
k10368,"Question: What is the output of this program?
   #include<stdio.h>   #include<fcntl.h>   #include<sys/stat.h>   #include<semaphore.h>    int main()   {       sem_t* sem_id;       sem_id = sem_open(""sem_value"",O_CREAT,0666,0);       if(sem_id == SEM_FAILED)           perror(""sem_open"");       sem_post(sem_id);       printf(""Sanfoundry\n"");       if(sem_close(sem_id) == -1)           perror(""sem_close"");       return 0;   }
['this process will block', 'this program will print the string “Sanfoundry”', 'segmentation fault', 'none of the mentioned']

Answer: ","['this process will block', 'this program will print the string “Sanfoundry”', 'segmentation fault', 'none of the mentioned']",ANSWER: B
k10370,"Question: What is the output of this program?
   #include<stdio.h>   #include<fcntl.h>   #include<sys/stat.h>   #include<semaphore.h>    int main()   {       sem_t* sem_id;       int value;       sem_id = sem_open(""new_13"",O_CREAT,0666,3);       if(sem_id == SEM_FAILED)           perror(""sem_open"");       sem_wait(sem_id);       sem_wait(sem_id);       sem_wait(sem_id);       sem_wait(sem_id);       sem_post(sem_id);       sem_post(sem_id);       sem_getvalue(sem_id,&value);       printf(""%d\n"",value);       if(sem_close(sem_id) == -1)           perror(""sem_close"");       return 0;   }
['2', '3', '0', 'none of the mentioned']

Answer: ","['2', '3', '0', 'none of the mentioned']",ANSWER: D
k10373,"Question: What is the output of this program?
    #include<stdio.h>    #include<fcntl.h>    #include<errno.h>    #include<sys/stat.h>    #include<sys/mman.h>     int main()    {        int s_id;        s_id = shm_open(""shared_memory"",O_TRUNC,0666);        if(s_id == -1)            perror(""shm_open\n"");        return 0;    }
['this program will give an error because OTRUNC is not a valid flag', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']

Answer: ","['this program will give an error because OTRUNC is not a valid flag', 'this program will give an error', 'this program will give segmentation fault', 'none of the mentioned']",ANSWER: A
k10374,"Question: What is the output of this program?
   #include<stdio.h>   #include<stdlib.h>   #include<string.h>   #include<sys/types.h>   #include<sys/ipc.h>   #include<sys/msg.h>    struct data_st{       long int id;       char buff[11];   };   int main()   {       int m_id;       struct data_st data1, data2;       m_id = msgget((key_t)181,0666|IPC_CREAT);       if(m_id == -1)           perror(""msgget"");       data1.id = 1;       strcpy(data1.buff,""Sanfoundry"");       if(msgsnd(m_id,&data1,11,0) == -1)           perror(""msgsnd"");       if(msgrcv(m_id,&data2,11,0) == -1)           perror(""msgrcv"");       printf(""%s\n"",data2.buff);       if(msgctl(m_id,IPC_RMID,0) != 0)           perror(""msgctl"");       return 0;   }
['this program will print the string “sanfoundry”', 'this program will give an error', 'this program will give segmentaion fault', 'none of the mentioned']

Answer: ","['this program will print the string “sanfoundry”', 'this program will give an error', 'this program will give segmentaion fault', 'none of the mentioned']",ANSWER: B
k10378,"Question: What is the output of this pogram?
   #include<stdio.h>   #include<stdlib.h>   #include<sys/types.h>   #include<sys/ipc.h>   #include<sys/sem.h>    static int sem_p(void);   static int sem_v(void);   union semun{       int val;       struct semid_ds *buf;       unsigned short array;   };   int sem_id;   struct semid_ds myds;   struct sembuf mybuf;   union semun myun;   static int sem_p(void)   {       mybuf.sem_num = 0;       mybuf.sem_op = -1;       mybuf.sem_flg = SEM_UNDO;       semop(sem_id,&mybuf,1);   }   static int sem_v(void)   {       mybuf.sem_num = 0;       mybuf.sem_op = 1;       mybuf.sem_flg = SEM_UNDO;       semop(sem_id,&mybuf,1);   }   int main()   {       int wfd, rfd;       sem_id = semget((key_t)911,1,0666 | IPC_CREAT);       myun.val = 1;       semctl(sem_id,0,SETVAL,myun);       sem_p();       printf(""Sanfoundry\n"");       sem_v();       semctl(sem_id,0,IPC_RMID,myun);       return 0;   }
['this program will print the string “Sanfoundry”', 'this process will remain block', 'this program will print the string “Sanfoundry” & process will remain block', 'none of the mentioned']

Answer: ","['this program will print the string “Sanfoundry”', 'this process will remain block', 'this program will print the string “Sanfoundry” & process will remain block', 'none of the mentioned']",ANSWER: A
